id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
145,2019,Chandigarh,2019-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,,
146,2019,Kolkata,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,,
147,2019,Hyderabad,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium,,
148,2019,Mumbai,2019-04-15,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,,
149,2019,Chandigarh,2019-04-16,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,,
150,2019,Hyderabad,2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi International Stadium,,
151,2019,Delhi,2019-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,HH Pandya,Arun Jaitley Stadium,,
152,2019,Kolkata,2019-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens,,
153,2019,Jaipur,2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,,
154,2019,Delhi,2019-04-20,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SS Iyer,Arun Jaitley Stadium,,
155,2019,Hyderabad,2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,KK Ahmed,Rajiv Gandhi International Stadium,,
156,2019,Bengaluru,2019-04-21,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,0,PA Patel,M.Chinnaswamy Stadium,,
157,2019,Jaipur,2019-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,,
158,2019,Chennai,2019-04-23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SR Watson,MA Chidambaram Stadium,,
159,2019,Bengaluru,2019-04-24,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,M.Chinnaswamy Stadium,,
160,2019,Kolkata,2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,,
161,2019,Chennai,2019-04-26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,RG Sharma,MA Chidambaram Stadium,,
162,2019,Jaipur,2019-04-27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,,
163,2019,Delhi,2019-04-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,S Dhawan,Arun Jaitley Stadium,,
164,2019,Kolkata,2019-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,,
165,2019,Hyderabad,2019-04-29,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi International Stadium,,
166,2019,Chennai,2019-05-01,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,MS Dhoni,MA Chidambaram Stadium,,
167,2019,Chandigarh,2019-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,,
168,2019,Delhi,2019-05-04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,A Mishra,Arun Jaitley Stadium,,
169,2019,Bengaluru,2019-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,SO Hetmyer,M.Chinnaswamy Stadium,,
170,2019,Chandigarh,2019-05-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,,
171,2019,Mumbai,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,,
172,2019,Chennai,2019-05-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,SA Yadav,MA Chidambaram Stadium,,
173,2019,Visakhapatnam,2019-05-08,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,
174,2019,Visakhapatnam,2019-05-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,
175,2019,Hyderabad,2019-05-12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi International Stadium,,
176,2020/21,Abu Dhabi,2020-09-19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,AT Rayudu,Sheikh Zayed Stadium,,
177,2020/21,Abu Dhabi,2020-10-21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,8,Mohammed Siraj,Sheikh Zayed Stadium,,
178,2020/21,,2020-11-03,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,S Nadeem,Sharjah Cricket Stadium,,
179,2020/21,,2020-09-22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,16,0,SV Samson,Sharjah Cricket Stadium,,
180,2020/21,Abu Dhabi,2020-10-24,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,59,0,CV Varun,Sheikh Zayed Stadium,,
181,2020/21,,2020-10-24,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,12,0,CJ Jordan,Dubai International Cricket Stadium,,
182,2020/21,Abu Dhabi,2020-10-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SA Yadav,Sheikh Zayed Stadium,,
183,2020/21,,2020-10-09,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,46,0,R Ashwin,Sharjah Cricket Stadium,,
184,2020/21,Abu Dhabi,2020-10-07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,10,0,RA Tripathi,Sheikh Zayed Stadium,,
185,2020/21,,2020-10-31,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Sandeep Sharma,Sharjah Cricket Stadium,,
186,2020/21,Abu Dhabi,2020-10-01,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,48,0,KA Pollard,Sheikh Zayed Stadium,,
187,2020/21,,2020-09-30,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,37,0,Shivam Mavi,Dubai International Cricket Stadium,,
188,2020/21,Abu Dhabi,2020-11-02,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,A Nortje,Sheikh Zayed Stadium,,
189,2020/21,Abu Dhabi,2020-11-01,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,RD Gaikwad,Sheikh Zayed Stadium,,
190,2020/21,,2020-10-11,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,5,R Tewatia,Dubai International Cricket Stadium,,
191,2020/21,Abu Dhabi,2020-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,49,0,RG Sharma,Sheikh Zayed Stadium,,
192,2020/21,,2020-10-17,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,5,S Dhawan,Sharjah Cricket Stadium,,
193,2020/21,,2020-09-24,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,97,0,KL Rahul,Dubai International Cricket Stadium,,
194,2020/21,Abu Dhabi,2020-10-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,57,0,SA Yadav,Sheikh Zayed Stadium,,
195,2020/21,,2020-10-04,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,10,SR Watson,Dubai International Cricket Stadium,,
196,2020/21,Abu Dhabi,2020-10-03,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sheikh Zayed Stadium,,
197,2020/21,,2020-10-03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,18,0,SS Iyer,Sharjah Cricket Stadium,,
198,2020/21,,2020-10-02,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,7,0,PK Garg,Dubai International Cricket Stadium,,
199,2020/21,,2020-10-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,MK Pandey,Dubai International Cricket Stadium,,
200,2020/21,,2020-10-05,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,59,0,AR Patel,Dubai International Cricket Stadium,,
201,2020/21,,2020-10-26,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,CH Gayle,Sharjah Cricket Stadium,,
202,2020/21,,2020-10-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,10,TA Boult,Sharjah Cricket Stadium,,
203,2020/21,,2020-10-17,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,7,AB de Villiers,Dubai International Cricket Stadium,,
204,2020/21,Abu Dhabi,2020-10-10,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,2,0,KD Karthik,Sheikh Zayed Stadium,,
205,2020/21,,2020-10-27,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,88,0,WP Saha,Dubai International Cricket Stadium,,
206,2020/21,,2020-10-10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,37,0,V Kohli,Dubai International Cricket Stadium,,
207,2020/21,Abu Dhabi,2020-10-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,8,Q de Kock,Sheikh Zayed Stadium,,
208,2020/21,,2020-09-27,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SV Samson,Sharjah Cricket Stadium,,
209,2020/21,,2020-10-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,20,0,RA Jadeja,Dubai International Cricket Stadium,,
210,2020/21,Abu Dhabi,2020-10-11,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,5,Q de Kock,Sheikh Zayed Stadium,,
211,2020/21,,2020-11-01,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,60,0,PJ Cummins,Dubai International Cricket Stadium,,
212,2020/21,,2020-10-15,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,KL Rahul,Sharjah Cricket Stadium,,
213,2020/21,Abu Dhabi,2020-09-29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,15,0,Rashid Khan,Sheikh Zayed Stadium,,
214,2020/21,Abu Dhabi,2020-10-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,7,JC Buttler,Sheikh Zayed Stadium,,
215,2020/21,,2020-09-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,10,0,YS Chahal,Dubai International Cricket Stadium,,
216,2020/21,,2020-10-31,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,Ishan Kishan,Dubai International Cricket Stadium,,
217,2020/21,,2020-10-29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RD Gaikwad,Dubai International Cricket Stadium,,
218,2020/21,Abu Dhabi,2020-10-30,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,BA Stokes,Sheikh Zayed Stadium,,
219,2020/21,,2020-10-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,34,0,TA Boult,Sharjah Cricket Stadium,,
220,2020/21,,2020-09-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,44,0,PP Shaw,Dubai International Cricket Stadium,,
221,2020/21,,2020-10-12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,82,0,AB de Villiers,Sharjah Cricket Stadium,,
222,2020/21,Abu Dhabi,2020-10-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,8,BA Stokes,Sheikh Zayed Stadium,,
223,2020/21,,2020-10-08,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,69,0,JM Bairstow,Dubai International Cricket Stadium,,
224,2020/21,,2020-10-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,13,0,A Nortje,Dubai International Cricket Stadium,,
225,2020/21,,2020-10-25,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,8,RD Gaikwad,Dubai International Cricket Stadium,,
226,2020/21,Abu Dhabi,2020-09-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Sheikh Zayed Stadium,,
227,2020/21,,2020-10-20,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Kings XI Punjab,0,5,S Dhawan,Dubai International Cricket Stadium,,
228,2020/21,,2020-11-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,57,0,JJ Bumrah,Dubai International Cricket Stadium,,
229,2020/21,Abu Dhabi,2020-11-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,KS Williamson,Sheikh Zayed Stadium,,
230,2020/21,Abu Dhabi,2020-11-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,17,0,MP Stoinis,Sheikh Zayed Stadium,,
231,2020/21,,2020-11-10,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,5,TA Boult,Dubai International Cricket Stadium,,
232,2021,Chennai,2021-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,2,HV Patel,"MA Chidambaram Stadium, Chepauk, Chennai",,
233,2021,Mumbai,2021-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,"Wankhede Stadium, Mumbai",,
234,2021,Chennai,2021-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,10,0,N Rana,"MA Chidambaram Stadium, Chepauk, Chennai",,
235,2021,Mumbai,2021-04-12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,4,0,SV Samson,"Wankhede Stadium, Mumbai",,
236,2021,Chennai,2021-04-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,10,0,RD Chahar,"MA Chidambaram Stadium, Chepauk, Chennai",,
237,2021,Chennai,2021-04-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,6,0,GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",,
238,2021,Mumbai,2021-04-15,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,JD Unadkat,"Wankhede Stadium, Mumbai",,
239,2021,Mumbai,2021-04-16,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,DL Chahar,"Wankhede Stadium, Mumbai",,
240,2021,Chennai,2021-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,13,0,KA Pollard,"MA Chidambaram Stadium, Chepauk, Chennai",,
241,2021,Chennai,2021-04-18,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,38,0,AB de Villiers,"MA Chidambaram Stadium, Chepauk, Chennai",,
242,2021,Mumbai,2021-04-18,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,S Dhawan,"Wankhede Stadium, Mumbai",,
243,2021,Mumbai,2021-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,45,0,MM Ali,"Wankhede Stadium, Mumbai",,
244,2021,Chennai,2021-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,6,A Mishra,"MA Chidambaram Stadium, Chepauk, Chennai",,
245,2021,Chennai,2021-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,0,Sunrisers Hyderabad,0,9,JM Bairstow,"MA Chidambaram Stadium, Chepauk, Chennai",,
246,2021,Mumbai,2021-04-21,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,18,0,F du Plessis,"Wankhede Stadium, Mumbai",,
247,2021,Mumbai,2021-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,D Padikkal,"Wankhede Stadium, Mumbai",,
248,2021,Chennai,2021-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,9,KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai",,
249,2021,Mumbai,2021-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,CH Morris,"Wankhede Stadium, Mumbai",,
250,2021,Mumbai,2021-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,69,0,RA Jadeja,"Wankhede Stadium, Mumbai",,
251,2021,Ahmedabad,2021-04-26,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",,
252,2021,Ahmedabad,2021-04-27,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,1,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",,
253,2021,Delhi,2021-04-28,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,RD Gaikwad,"Arun Jaitley Stadium, Delhi",,
254,2021,Delhi,2021-04-29,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,Q de Kock,"Arun Jaitley Stadium, Delhi",,
255,2021,Ahmedabad,2021-04-29,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,PP Shaw,"Narendra Modi Stadium, Ahmedabad",,
256,2021,Ahmedabad,2021-04-30,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,34,0,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",,
257,2021,Delhi,2021-05-01,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,"Arun Jaitley Stadium, Delhi",,
258,2021,Delhi,2021-05-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,55,0,JC Buttler,"Arun Jaitley Stadium, Delhi",,
259,2021,Ahmedabad,2021-05-02,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",,
260,2021,Abu Dhabi,2021-09-20,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,0,9,CV Varun,"Zayed Cricket Stadium, Abu Dhabi",,
261,2021,Abu Dhabi,2021-10-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,42,0,Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi",,
262,2021,Abu Dhabi,2021-10-02,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi",,
263,2021,Sharjah,2021-10-03,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,6,0,GJ Maxwell,Sharjah Cricket Stadium,,
264,2021,Sharjah,2021-09-30,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,JR Hazlewood,Sharjah Cricket Stadium,,
265,2021,Sharjah,2021-09-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,SP Narine,Sharjah Cricket Stadium,,
266,2021,Sharjah,2021-10-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,NM Coulter-Nile,Sharjah Cricket Stadium,,
267,2021,Dubai,2021-10-07,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,KL Rahul,Dubai International Cricket Stadium,,
268,2021,Abu Dhabi,2021-10-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,4,0,KS Williamson,"Zayed Cricket Stadium, Abu Dhabi",,
269,2021,Abu Dhabi,2021-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,SP Narine,"Zayed Cricket Stadium, Abu Dhabi",,
270,2021,Abu Dhabi,2021-09-25,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,33,0,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi",,
271,2021,Abu Dhabi,2021-09-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,2,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi",,
272,2021,Abu Dhabi,2021-09-28,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi",,
273,2021,Dubai,2021-09-27,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,7,JJ Roy,Dubai International Cricket Stadium,,
274,2021,Dubai,2021-10-08,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,KS Bharat,Dubai International Cricket Stadium,,
